gene_name,annotation,prevalence,lr_auroc_rifampin,n_train,n_pos,kept_filtered
fadE10,,0.9925,0.5041776417410532,1984,988,False
folK,,0.9905,0.5041294025259594,1983,992,False
mptB,,0.994,0.5041259726049603,1987,992,False
mscL,,0.993,0.5041128019127897,1987,995,False
tyrS,,0.988,0.5040817305190597,1980,991,False
cadI,,0.994,0.5040750244379277,1982,992,False
pdhA,,0.9915,0.5040499358966581,1989,996,False
pPE45,,0.976,0.5040472805770547,1949,974,False
ppk2,,0.9955,0.5040448099418152,1992,994,False
vapB27,,0.997,0.504025631110198,1993,996,False
mraY,,0.991,0.5039501079560955,1986,993,False
pimA,,0.989,0.5039487163726515,1976,986,False
mmpR5,,0.9915,0.5039229867799465,1983,987,False
chsH1,,0.998,0.5039028860934721,1994,996,False
pPE2,,0.5165,0.5038584554108897,1033,557,False
ttfA,,0.96,0.5038482029602898,1920,959,False
nuoL,,0.9925,0.5038260783229082,1987,993,False
pntB,,0.9945,0.5038160999418191,1990,992,False
dxr,,0.972,0.5038061471197749,1949,976,False
proZ,,0.978,0.5037980671616329,1955,973,False
alkX,,0.9845,0.5037832310838445,1968,990,False
zapE,,0.9965,0.5037802075705159,1990,995,False
bkdB,,0.9975,0.5037789348348167,1991,995,False
dapE,,0.9785,0.5037689515935703,1959,981,False
araD,,0.9735,0.5037561206760386,1949,975,False
ydbS,,0.987,0.5037331913905393,1973,982,False
pPE46,,0.227,0.5037286931818181,454,198,False
nuoH,,0.9955,0.5037275481061659,1993,996,False
egtD,,0.9935,0.5037071676288889,1989,994,False
tACO1,,0.994,0.5037056509913754,1989,994,False
asd,,0.9735,0.5037055835425336,1949,976,False
scoA,,0.9945,0.5036892925663371,1984,992,False
vapB8,,0.9845,0.5036513219663282,1969,986,False
sirA,,0.996,0.5036381928005054,1991,993,False
rplK,,0.99,0.5036328974872544,1984,991,False
vapC44,,0.997,0.5035982318815744,1992,995,False
rpsG,,0.992,0.5035935654207218,1987,993,False
fabH,,0.979,0.5035865301817265,1960,981,False
dapA,,0.99,0.5035705185049281,1981,991,False
cutS,,0.997,0.503558373027462,1993,995,False
ydfJ,,0.4625,0.5035543452521903,925,410,False
lppH,,0.976,0.5035479895077271,1949,955,False
iscS,,0.9935,0.5035384052000366,1983,990,False
trxB,,0.9885,0.5034872986062051,1978,989,False
adhD,,0.9755,0.5034863353381872,1947,972,False
purD,,0.9905,0.5034521090299985,1985,990,False
trmD,,0.9875,0.5034499856868278,1978,990,False
vapB24,,0.9955,0.5034473911743554,1990,996,False
vapC18,,0.998,0.5034434963181,1992,995,False
lipB,,0.976,0.5033768478279108,1953,977,False
rplT,,0.9895,0.5033266230651975,1982,993,False
vapC27,,0.996,0.5033142620734193,1991,996,False
sixA,,0.977,0.5032913986320533,1953,974,False
ppnN,,0.992,0.5032798002590441,1982,988,False
ettA,,0.9855,0.5032696864512496,1973,986,False
log,,0.9975,0.503239896492666,1992,993,False
ldtMt1,,0.998,0.5032255400740374,1993,996,False
vapC33,,0.9955,0.5032251142934353,1988,991,False
nadA,,0.9935,0.5032052834453391,1991,995,False
cobC,,0.9825,0.5031885002871824,1966,981,False
tehA,,0.9955,0.5031863524825182,1987,989,False
atpFH,,0.9965,0.5031729741546833,1988,992,False
hisS,,0.972,0.5031480018954351,1949,974,False
typA,,0.9835,0.5031403165002907,1972,987,False
vapB35,,0.9975,0.5031245585356502,1991,995,False
yeaQ,,0.996,0.5031034569834095,1990,995,False
echA13,,0.988,0.5030833085967776,1970,984,False
tsaD,,0.979,0.5030783225858532,1966,987,False
rpmI,,0.993,0.503056030769604,1989,993,False
ylaK,,0.9835,0.5030483265994797,1967,988,False
mftE,,0.979,0.5030455963928133,1959,978,False
pgk,,0.9865,0.5030441205395926,1976,988,False
ureG,,0.9925,0.5030358482106259,1988,991,False
nat,,0.9955,0.5030348115198349,1988,993,False
lppU,,0.9975,0.5030251650181651,1992,994,False
yoeB,,0.9975,0.5030090392264892,1991,993,False
lepA,,0.9915,0.5030074692331485,1986,995,False
canB,,0.9975,0.50300702007637,1992,994,False
secA,,0.968,0.5029893708888155,1937,967,False
nei2,,0.985,0.5029850070767914,1972,984,False
proA,,0.9845,0.5029844214948364,1971,986,False
cyp139,,0.9945,0.5029775879711936,1986,989,False
bDS1,,0.9875,0.5029651186663382,1974,984,False
cfp21,,0.9715,0.5029471761853282,1940,957,False
arc,,0.995,0.5029229822515869,1988,992,False
ift,,0.997,0.502895735398968,1993,996,False
hbhA,,0.9965,0.5028640951257353,1990,992,False
ribA,,0.9825,0.5028628405676991,1965,980,False
lppJ,,0.987,0.5028396349466944,1972,978,False
yceI,,0.9845,0.5028333580968418,1969,976,False
ybbJ,,0.994,0.5028266618035925,1987,990,False
oprA,,0.9985,0.5028188907936354,1994,998,False
trpS,,0.992,0.5028131594528534,1988,995,False
lysA,,0.9925,0.5028113404042345,1989,995,False
rsdA,,0.995,0.5028101316556549,1988,992,False
lepB,,0.9935,0.5027903841560428,1988,994,False
ilvG,,0.9935,0.5027653306316202,1985,991,False
dciA,,0.994,0.5027519490864116,1988,991,False
mntH,,0.9925,0.5027407935953687,1988,995,False
desA2,,0.999,0.5027274014234897,1996,997,False
mazE3,,0.999,0.502721879351769,1996,997,False
pdxS,,0.9935,0.5026858080726211,1987,995,False
lpqS,,0.977,0.5026528512639623,1952,972,False
rsfS,,0.992,0.502626832109231,1989,997,False
ppiB,,0.9895,0.5026107852720756,1982,990,False
fadE2,,0.9895,0.5026090073822296,1979,988,False
vapB42,,0.988,0.5026022285752415,1974,985,False
aroB,,0.9735,0.5025792852593114,1954,978,False
pknE,,0.9955,0.5025667756799145,1987,991,False
lpqH,,0.997,0.5025649288526801,1993,998,False
mbtC,,0.976,0.502544141538759,1951,974,False
metZ,,0.994,0.5025216718031245,1988,993,False
fmdB,,0.9945,0.5025166132839606,1990,997,False
yidH,,0.9295,0.502516536743412,1856,954,False
xseB,,0.992,0.502508983155567,1984,992,False
vapB32,,0.9945,0.5025009371548991,1987,990,False
ftsX,,0.9945,0.5024954381215937,1993,997,False
valS,,0.9895,0.5024921311849702,1981,989,False
purK,,0.9695,0.5024766637352858,1943,970,False
thrB,,0.9705,0.5024619383901505,1944,972,False
rsmH,,0.992,0.5024472109596146,1987,994,False
mmpS5,,0.9945,0.5024166080822283,1990,994,False
parE2,,0.998,0.5024162941084561,1992,995,False
vapB14,,0.9985,0.5024092377635418,1992,995,False
fxsA,,0.9935,0.5023926350563545,1988,992,False
esxW,,0.3485,0.5023831233421752,697,320,False
pbpA,,0.9985,0.5023653266331658,1995,995,False
menF,,0.9835,0.502363186653972,1966,980,False
rsmD,,0.9745,0.5023577097790741,1954,978,False
nusG,,0.9895,0.5023324890394377,1983,993,False
mshD,,0.9965,0.5023071045054072,1988,993,False
choD,,0.992,0.5022972239454094,1980,988,False
pE35,,0.996,0.5022744507244472,1989,994,False
pcrA,,0.9915,0.5022353398326878,1983,992,False
cdd,,0.9895,0.5022209990928457,1981,990,False
rfbA,,0.996,0.5022156028540721,1990,996,False
sucC,,0.9955,0.5022154817867256,1993,997,False
pyrR,,0.98,0.5021849593495935,1964,984,False
ycgM,,0.995,0.5021816038925787,1991,993,False
hisG,,0.968,0.5021619597228606,1939,963,False
recN,,0.9845,0.5021555585300811,1971,986,False
drrC,,0.998,0.5021297593884965,1994,997,False
mcr,,0.994,0.502113504523143,1986,990,False
argA,,0.947,0.5021113925804581,1892,943,False
rpsT,,0.9935,0.5021105527638191,1990,995,False
rpoZ,,0.9935,0.5021055045130219,1990,996,False
comFC,,0.979,0.5020778621860382,1958,977,False
yrvD,,0.998,0.5020497405035558,1995,996,False
tcrA,,0.9135,0.5020402265772635,1827,891,False
irtB,,0.9925,0.5020304568527918,1981,985,False
rpsP,,0.9925,0.5020297843398419,1988,994,False
vapB33,,0.997,0.5020287219808318,1991,994,False
rpmA,,0.9925,0.5020146052548929,1987,993,False
metXA,,0.9635,0.5019886625121145,1922,955,False
prpD,,0.9925,0.5019867247437997,1986,991,False
eccD5,,0.9875,0.5019594834369647,1972,985,False
ybeY,,0.9925,0.5019224105965095,1987,994,False
rplW,,0.9905,0.501921941186054,1982,992,False
higA2,,0.9895,0.5019149674388812,1974,986,False
def,,0.9915,0.5019140093083756,1984,994,False
esxO,,0.3785,0.5019073937258468,756,332,False
vapB15,,0.998,0.5019072292253646,1992,995,False
ipdB,,0.9965,0.5019035981182985,1991,994,False
ilvE,,0.99,0.5018936862500625,1980,991,False
nuoE,,0.9905,0.5018157367924221,1983,991,False
pQQ,,0.974,0.5018139043087497,1945,970,False
iscU,,0.9945,0.5018062234994723,1991,994,False
lprH,,0.9955,0.5018055391415635,1990,991,False
rsrA,,0.9975,0.5018011975855519,1996,998,False
menB,,0.995,0.5017820023813848,1991,995,False
hisF,,0.992,0.5017359419159927,1985,993,False
wbbL,,0.983,0.5017241236567153,1966,982,False
corA,,0.993,0.5017167490679202,1987,992,False
mazF4,,0.9945,0.5017059095012731,1988,994,False
dapF,,0.9835,0.5017030302406277,1971,985,False
cysD,,0.995,0.5017024891391192,1990,993,False
aph,,0.966,0.5016726722336409,1929,961,False
cmrA,,0.9885,0.5016605321512317,1973,987,False
vapC47,,0.997,0.5016442688225643,1991,994,False
pafA,,0.995,0.5016363300772376,1986,994,False
sepH,,0.992,0.501635579312132,1984,989,False
rplN,,0.9905,0.5016318869181042,1985,993,False
mfpA,,0.9885,0.5016203034274545,1975,982,False
fixC,,0.9915,0.5016191208128118,1981,992,False
add,,0.997,0.5016059172453123,1996,998,False
vapC17,,0.996,0.5016050164592469,1990,993,False
mcrA,,0.995,0.5016043346774194,1992,992,False
ag85B,,0.993,0.5015791800255067,1984,989,False
lucA,,0.9945,0.5015556129084496,1988,993,False
ftsZ,,0.9925,0.5015489924471451,1989,995,False
lprN,,0.998,0.5015463055834168,1993,996,False
plcB,,0.942,0.5015454277553612,1879,959,False
hycE1,,0.9325,0.5015225099548728,1862,941,False
cspA,,0.997,0.5015156132381047,1991,994,False
acpP,,0.9895,0.5015131232287557,1983,994,False
mbtH,,0.996,0.5015075392111706,1990,996,False
rpmF,,0.994,0.5014984788854817,1994,996,False
vapB10,,0.9965,0.5014939335411266,1992,994,False
thiS,,0.9945,0.5014889044643972,1993,996,False
pth,,0.992,0.5014837531059123,1988,995,False
ygfZ,,0.9775,0.5014478405489642,1954,975,False
lpqN,,0.9935,0.5014432672493715,1988,994,False
panD,,0.9945,0.5014153125935603,1992,993,False
prfA,,0.9915,0.5014146432581361,1985,994,False
vapB37,,0.9985,0.5014102609335545,1992,995,False
sigL,,0.9975,0.501408443619499,1994,995,False
mftB,,0.996,0.5014067313430428,1992,996,False
steA,,0.9975,0.5014067313430428,1992,996,False
aceF,,0.991,0.5014060977449434,1981,988,False
tag,,0.993,0.5013968777346216,1985,994,False
sirB,,0.982,0.5013344253718329,1963,984,False
rraA,,0.9945,0.5013213738655559,1991,993,False
mmpS4,,0.996,0.5013211840960949,1990,993,False
pepD,,0.9525,0.5013196594427244,1902,952,False
rpiB,,0.986,0.5013190743280419,1974,986,False
vapC19,,0.9975,0.5013072390062764,1991,995,False
srp102,,0.995,0.5012970385214873,1988,990,False
fadD21,,0.9955,0.5012633667130424,1989,992,False
rplV,,0.972,0.5012514508810805,1947,972,False
pabB,,0.959,0.501241661734706,1921,958,False
coaX,,0.9945,0.5012152070741079,1992,994,False
egtC,,0.9965,0.5012014026098534,1993,994,False
dapB,,0.9905,0.5012006332921435,1984,992,False
spoIVCA,,0.357,0.5011795008585767,717,266,False
rsbU,,0.982,0.5011409451764413,1962,982,False
sRAP,,0.9935,0.5011331860917492,1987,992,False
yjbQ,,0.995,0.5011261124901616,1991,995,False
iscR,,0.988,0.5011110041141471,1976,988,False
mmpS2,,0.996,0.5011061365300072,1989,993,False
alpha-E,,0.996,0.5010993745825,1991,994,False
yajQ,,0.9945,0.501084901368007,1989,995,False
sufE,,0.995,0.5010817203389659,1991,993,False
hemL,,0.9735,0.5010798738058733,1949,976,False
frmB,,0.9285,0.5010566396067625,1854,926,False
hsaG,,0.836,0.5010525726684116,1670,854,False
rpsM,,0.9915,0.5010455503323068,1987,995,False
ppro0129,,0.9855,0.5010399900953324,1969,984,False
vapB18,,0.643,0.5010322306190881,1284,530,False
rpsQ,,0.9905,0.5010268830767227,1983,992,False
alkB,,0.9925,0.5010268115853931,1987,996,False
rsfB,,0.997,0.501004016064257,1991,995,False
rseA,,0.995,0.5010030029299843,1987,991,False
qcrB,,0.9945,0.5009554307737775,1988,994,False
rip3,,0.99,0.5009526077637533,1974,988,False
cysO,,0.972,0.500947036202321,1939,982,False
cobU,,0.9745,0.5009377198192164,1949,977,False
msrA,,0.961,0.5009262057736743,1922,981,False
lipX,,0.997,0.5009144412900353,1988,993,False
purS,,0.9915,0.5009067496621218,1987,993,False
crgA,,0.997,0.5009043193838544,1993,996,False
usfY,,0.9975,0.5009009995919623,1995,998,False
higB3,,0.9965,0.5009007947537392,1993,996,False
eccC3,,0.9835,0.5008978153160641,1962,986,False
vapC24,,0.9975,0.5008938586828033,1994,995,False
hemD,,0.9875,0.5008583695401732,1972,984,False
mshB,,0.9945,0.5008200003235512,1989,992,False
nuoK,,0.9965,0.5008199129182059,1994,996,False
pduO,,0.991,0.500810965396086,1979,984,False
glbN,,0.997,0.500809348808713,1994,997,False
tB22.2,,0.997,0.5008087675855235,1991,993,False
prs,,0.989,0.5008075739519394,1980,992,False
nrdH,,0.9955,0.5008061479790127,1988,996,False
tagH,,0.995,0.5008040209126243,1990,996,False
cut4,,0.96,0.5007854294117133,1915,947,False
cpsY,,0.996,0.5007709920570595,1987,992,False
cysE,,0.9875,0.5007481077275128,1977,988,False
etfB,,0.9955,0.5007358429770682,1990,993,False
ethR,,0.9875,0.5007294473961141,1974,975,False
mtb12,,0.996,0.500723220634818,1990,992,False
galU,,0.9895,0.5007190996118595,1981,992,False
rbfA,,0.9835,0.5007059265815699,1968,989,False
pknI,,0.985,0.5007030167690176,1967,980,False
chaA,,0.996,0.5006995918375576,1992,993,False
ufaA1,,0.994,0.500694187384957,1986,991,False
kasB,,0.9945,0.5006921675035217,1986,989,False
amiA2,,0.969,0.5006814191875263,1936,971,False
nuoB,,0.9965,0.5006337977159138,1994,996,False
tpiA,,0.989,0.5006268538054612,1981,990,False
rph,,0.9935,0.5006070553773894,1990,995,False
ureB,,0.9955,0.5006018054162488,1992,995,False
phnB,,0.98,0.500587974285369,1960,962,False
pdxH,,0.996,0.5005492908011899,1994,997,False
atl1,,0.996,0.5005387659741594,1993,995,False
ybjN,,0.969,0.5005160228008588,1938,976,False
gap,,0.9905,0.5005147022957857,1984,992,False
lcp1,,0.989,0.5005106735369893,1978,988,False
pE13,,0.9975,0.5005060483382221,1990,994,False
vapB30,,0.993,0.5005040322580645,1986,992,False
fabG1,,0.997,0.5004869190798839,1994,995,False
esxF,,0.994,0.5004650314580105,1987,990,False
purN,,0.9935,0.5004619864200307,1987,993,False
hisN,,0.992,0.5004391919273788,1987,992,False
trmB,,0.9915,0.5004284029098912,1985,994,False
argD,,0.96,0.5004191689038653,1918,957,False
ylxP,,0.997,0.5004092692427108,1992,994,False
argR,,0.962,0.500408031088083,1925,960,False
hflX,,0.981,0.5004049506644612,1964,985,False
vapB13,,0.997,0.5004016064257027,1991,995,False
fer,,0.9955,0.5004014058303944,1989,992,False
ddaH,,0.9955,0.5004005981727879,1991,994,False
yncE,,0.9075,0.5003751558082268,1814,925,False
sodC,,0.996,0.5003674369233282,1992,993,False
mtr,,0.987,0.5003571369674382,1970,988,False
sigA,,0.9825,0.5003484309717802,1964,983,False
ipdC,,0.9745,0.500343989988414,1947,973,False
trpA,,0.9915,0.5003370366760874,1985,992,False
purA,,0.99,0.5003267093810813,1984,995,False
gpgS,,0.9955,0.5003264064321804,1988,992,False
rnc,,0.9935,0.500321890577385,1991,996,False
atpF,,0.993,0.5003093940527588,1989,995,False
mazE2,,0.9855,0.5003088930303436,1971,985,False
lCB5,,0.986,0.5003036431006739,1973,987,False
ctaC,,0.997,0.5002901051441949,1991,995,False
zupT,,0.993,0.5002753888724605,1984,991,False
bioD,,0.969,0.5002420068444227,1937,967,False
eccB4,,0.972,0.5002285085090192,1940,966,False
mce2R,,0.994,0.5002241830224122,1988,992,False
mhpE,,0.9935,0.5002227119279821,1981,992,False
sugB,,0.998,0.5002185275072759,1993,995,False
rplB,,0.9875,0.5002128682979747,1977,990,False
baiE,,0.9955,0.500206678135277,1987,993,False
kmtR,,0.995,0.50020628760557,1984,991,False
ynfA,,0.994,0.500200296134031,1986,996,False
paaD,,0.9955,0.5001995937561428,1992,995,False
nuoD,,0.9935,0.5001831924472082,1988,992,False
rpsD,,0.98,0.5001735085494272,1968,986,False
clpA,,0.984,0.500171776768375,1972,988,False
ansP2,,0.9635,0.5001695749033477,1922,986,False
ilvB1,,0.978,0.500137139182083,1951,972,False
deoC,,0.9825,0.5001239342941685,1968,983,False
kstR2,,0.995,0.5001219592423345,1988,993,False
glnB,,0.9965,0.5001169340693459,1992,994,False
hrp1,,0.997,0.5001067779181241,1988,992,False
pE25,,0.9955,0.5001010076523398,1990,994,False
mbtL,,0.9975,0.5000976828027915,1993,995,False
bfrB,,0.998,0.5000946616851794,1993,995,False
nrdR,,0.9915,0.5000825699412994,1987,994,False
ydcJ,,0.979,0.5000709545473516,1958,988,False
rplI,,0.992,0.5000608504458309,1986,998,False
thrS,,0.9915,0.5000602811227892,1987,994,False
gcvT,,0.9905,0.5000500993890911,1988,994,False
mobA,,0.995,0.5000459122923856,1991,995,False
yggU,,0.992,0.5000449393217024,1979,993,False
folB,,0.994,0.5000015151147851,1990,996,False
ribH,,0.9945,0.5000005055489047,1989,992,False
arfB,,0.9965,0.49999849094567406,1994,994,False
aspS,,0.937,0.49999544882545566,1875,934,False
cyp140,,0.989,0.49994826535264075,1976,985,False
cas6,,0.994,0.4999394754402526,1983,991,False
mpt63,,0.9975,0.4999246735178378,1989,993,False
ackA,,0.9935,0.4999072987775597,1987,993,False
cuvA,,0.99,0.49990552625450924,1979,988,False
vapC14,,0.9975,0.49990202257723043,1990,994,False
vapC39,,0.998,0.49990030271720415,1993,994,False
mazE6,,0.995,0.49990010628285847,1986,992,False
parE1,,0.9975,0.4999001029242599,1991,995,False
acr2,,0.997,0.49989989939637824,1994,994,False
ureH,,0.996,0.49989596180283047,1990,993,False
folE,,0.994,0.49989535179994904,1989,996,False
pcaA,,0.995,0.49989473971865145,1988,991,False
ppx2,,0.988,0.49984879343331484,1972,982,False
lprG,,0.9945,0.4998395805816595,1988,993,False
ahcY,,0.994,0.4998289508309549,1988,990,False
mce3R,,0.995,0.49982759407532107,1986,991,False
pPE41,,0.99,0.4998217732792695,1979,985,False
mesT,,0.9765,0.49981175054167604,1953,982,False
modB,,0.994,0.4998089746626815,1992,995,False
purQ,,0.9945,0.4998086625512332,1993,998,False
vapC8,,0.996,0.49979939819458374,1992,995,False
espC,,0.9975,0.4997989941627501,1990,993,False
rplF,,0.991,0.49979838709677415,1987,995,False
icl,,0.991,0.4997949170026049,1980,987,False
serC,,0.995,0.4997222289560657,1990,996,False
mtrA,,0.997,0.4997102639012966,1994,996,False
rplU,,0.9925,0.49970821910313845,1987,993,False
ctaF,,0.994,0.4997024387874077,1988,992,False
vapB51,,0.999,0.4997001009025057,1997,998,False
mazE5,,0.995,0.49969392416628594,1985,990,False
rne,,0.971,0.4996761658031087,1941,965,False
sapB,,0.9885,0.4996689270370454,1977,986,False
vapC21,,0.983,0.49965256279020076,1964,971,False
thiE,,0.9655,0.4996434994861254,1933,960,False
sigD,,0.997,0.49962538826155883,1989,992,False
menA,,0.9785,0.49962515462371776,1960,978,False
cysM,,0.935,0.49962001193920186,1867,952,False
leuD,,0.992,0.499613998188527,1987,994,False
cnoX,,0.996,0.49960383663553476,1992,995,False
ndk,,0.9915,0.499600425536662,1986,993,False
ricR,,0.998,0.49959939879699156,1996,997,False
rplS,,0.992,0.4995985966047542,1989,995,False
stbD,,0.996,0.49959839357429714,1991,995,False
sigB,,0.9945,0.49959748450542607,1990,994,False
fadD3,,0.9735,0.4995971476786824,1945,973,False
fdxE,,0.994,0.4995955510616784,1984,995,False
ctaA,,0.992,0.4995940288193809,1984,990,False
tgs2,,0.956,0.49958592132505175,1911,966,False
ribE,,0.9935,0.49958435015191677,1990,992,False
clgR,,0.996,0.4995746780570204,1991,993,False
ppsD,,0.989,0.4995625640915317,1976,987,False
mazF5,,0.994,0.4995157606212882,1985,990,False
stf3,,0.862,0.49951468188681947,1722,901,False
smtB,,0.9945,0.49950711317248914,1987,993,False
yraN,,0.9855,0.49950573207085425,1974,988,False
glpQ2,,0.97,0.4995026277478216,1936,958,False
canA,,0.9975,0.4995010141006359,1992,994,False
elaA,,0.9955,0.49949849548645947,1990,993,False
pgeF,,0.9855,0.49949699838137973,1976,990,False
echA17,,0.9765,0.4994961188528341,1950,973,False
mtnP,,0.9805,0.4994960427905485,1960,979,False
etfA,,0.9605,0.49949220107751136,1919,959,False
dprE2,,0.996,0.4994863815428332,1991,992,False
yadH,,0.9925,0.4994858052787271,1984,991,False
rpsA,,0.9925,0.4994676011760391,1987,994,False
rsgA,,0.979,0.49945182966152823,1961,980,False
esxN,,0.7065,0.4994334277620397,1411,706,False
hsaC,,0.996,0.4994145767359468,1989,993,False
copG,,0.99,0.4994135729631197,1983,991,False
infA,,0.9925,0.4994101153103359,1990,996,False
espF,,0.9965,0.4994085077814087,1989,992,False
relJ,,0.9945,0.49940621551892,1986,994,False
kdpF,,0.996,0.4994037340462315,1992,993,False
mftA,,0.997,0.4993999048298356,1994,997,False
fdx,,0.9965,0.49939950950684026,1990,996,False
vapB11,,0.9975,0.4993987975951904,1993,995,False
esxG,,0.9975,0.4993979925678344,1990,993,False
malE,,0.994,0.49939617564399486,1987,993,False
darT,,0.996,0.49936415490176467,1990,993,False
frnE,,0.9965,0.49930998470776916,1992,993,False
ppa,,0.9955,0.499308668978824,1993,996,False
yggT,,0.995,0.49930405516650656,1990,993,False
mihF,,0.998,0.4993030192782757,1995,997,False
vapC28,,0.9945,0.4993003245604279,1989,995,False
vapC3,,0.9915,0.49929791870316065,1982,990,False
ribF,,0.989,0.4992268472936592,1979,991,False
mazG,,0.993,0.4992214594097247,1989,994,False
ruvC,,0.9945,0.4992155180400639,1993,997,False
tuf,,0.991,0.4992109245038173,1984,991,False
thiG,,0.975,0.4992043196173191,1954,977,False
tatA,,0.993,0.49920204035251636,1990,995,False
pdtaR,,0.988,0.49918956483891896,1974,986,False
prpC,,0.9695,0.4991741626467741,1937,981,False
whiB7,,0.971,0.4991736256089075,1942,984,False
vapB7,,0.9625,0.4991687124975979,1925,951,False
higA3,,0.95,0.4991634015318062,1900,944,False
cdsA,,0.9945,0.4991525131808769,1987,991,False
glgX,,0.994,0.49914375589553417,1988,994,False
ctaG,,0.9945,0.4991385481503051,1989,996,False
yqgV,,0.9905,0.49911957861842504,1983,987,False
ctaD,,0.993,0.4991161839347491,1990,995,False
murC,,0.981,0.4991133538247116,1964,986,False
vapB44,,0.998,0.49909960573797624,1994,997,False
rpsS,,0.9905,0.4990926402135347,1983,991,False
ppnK,,0.9885,0.4990918310898027,1976,990,False
pks11,,0.973,0.499072879118271,1943,966,False
ftsB,,0.9745,0.499068907174459,1951,970,False
lppK,,0.9985,0.4990639570598484,1993,995,False
htrA,,0.987,0.4990450037479099,1971,984,False
thyX,,0.9845,0.4990415150871097,1969,986,False
cfp6,,0.9865,0.49903640787728815,1968,982,False
trcR,,0.9975,0.4990257492800333,1991,994,False
patA,,0.9885,0.4990212080151104,1974,984,False
cysA,,0.9865,0.49901926260903945,1971,987,False
vapC22,,0.9785,0.4990110248137133,1951,965,False
ppiA,,0.998,0.49901006534172365,1994,995,False
chsH2,,0.998,0.4990010110613126,1994,995,False
rpmC,,0.9905,0.4989995646300577,1983,992,False
carD,,0.9965,0.49899800003225747,1992,996,False
pup,,0.9985,0.49899749297792373,1994,996,False
clpP1,,0.9975,0.4989969899638635,1994,996,False
ptbB,,0.9825,0.49899461932278477,1965,982,False
rubB,,0.992,0.49899193548387094,1983,992,False
vapB12,,0.9935,0.4989914109880819,1984,988,False
mazE7,,0.9915,0.49898887351922117,1978,987,False
xth,,0.9885,0.498975061711212,1977,989,False
tlyA,,0.985,0.4989298264516236,1965,976,False
gabD2,,0.9825,0.4989197684965591,1961,984,False
relG,,0.997,0.4989140809525351,1989,992,False
bluB,,0.9945,0.49891113750777766,1990,994,False
vbhA,,0.9945,0.49890617747371396,1991,996,False
coaD,,0.995,0.49889940523617515,1994,998,False
proW,,0.974,0.49889519902245694,1947,969,False
hinT,,0.794,0.4988949794838485,1589,790,False
mshC,,0.993,0.49884989002932556,1982,990,False
cysT,,0.9965,0.4988431041337459,1991,998,False
wbbL2,,0.8965,0.498829271818286,1792,914,False
lppT,,0.9575,0.49882785694820353,1912,941,False
pgm,,0.988,0.49881420090458795,1976,991,False
glyQS,,0.992,0.4988132331378298,1982,990,False
yfcH,,0.9895,0.4988090847624316,1976,986,False
trm112,,0.9975,0.49880274143453074,1991,993,False
csoR,,0.99,0.4988001896097132,1983,992,False
vapC20,,0.997,0.4988000193936259,1990,992,False
vapB9,,0.997,0.498799611686465,1993,996,False
acpM,,0.999,0.498799002217072,1995,997,False
atpC,,0.992,0.49878991651236076,1985,992,False
cdh,,0.9715,0.49878664383452437,1940,981,False
emrE,,0.9875,0.498784809815045,1975,988,False
cyp135B1,,0.981,0.4987788387526264,1961,981,False
nahD,,0.9885,0.49877126042811876,1974,987,False
glyA1,,0.9755,0.4987692255904298,1950,977,False
ycaQ,,0.972,0.4987632649381368,1942,965,False
hspR,,0.972,0.49876151503737803,1939,978,False
lppI,,0.992,0.4987314973936832,1981,987,False
brkB,,0.994,0.49869943483611867,1988,992,False
dR0291,,0.996,0.4986959806710194,1990,992,False
pemK,,0.9945,0.498695597553093,1987,994,False
menC,,0.97,0.4986800027577283,1942,965,False
vapC42,,0.9895,0.49867305999631545,1977,980,False
csdA,,0.989,0.498670921082361,1978,989,False
rplA,,0.989,0.4986688275285651,1981,990,False
ctaE,,0.993,0.49864966142656186,1986,993,False
gltA2,,0.9955,0.4986273018451124,1990,993,False
pyrE,,0.989,0.4986082924952887,1980,987,False
vapC51,,0.8625,0.49860823965197915,1724,872,False
vapC41,,0.9965,0.4986016602125315,1989,994,False
vapC9,,0.9975,0.498596087757845,1994,996,False
qdoI,,0.995,0.498592867690011,1986,992,False
sugA,,0.999,0.49854975457385087,1995,996,False
nuoC,,0.996,0.4985246875660869,1993,995,False
erm(37),,0.988,0.49851519265979555,1972,990,False
cbrC,,0.995,0.4985035955204016,1988,993,False
mrx1,,0.997,0.49850351856369907,1996,997,False
atpE,,0.9935,0.4985000181266691,1993,997,False
vapB17,,0.6325,0.49849549558921435,1263,512,False
rplR,,0.99,0.4984939942500731,1985,993,False
vapB1,,0.997,0.49849243951612904,1992,992,False
hns,,0.9925,0.49848891122264427,1983,989,False
dksA,,0.98,0.4984880917743879,1962,982,False
rsmI,,0.973,0.49848153623884317,1949,977,False
hpnD,,0.9965,0.49848135148102324,1990,995,False
mbtK,,0.998,0.4984327372179228,1996,998,False
cyp141,,0.991,0.498416481650777,1980,992,False
rsuA,,0.9955,0.4984160432050784,1988,992,False
mmaA3,,0.9965,0.49841089533661226,1993,996,False
bfrA,,0.99,0.4984060869280725,1978,994,False
pilT,,0.9945,0.49840387846399875,1988,990,False
cdiI,,0.9955,0.49840063772678656,1991,995,False
vapC13,,0.9985,0.4983999122743479,1994,996,False
echA6,,0.8855,0.49839810941142654,1770,905,False
ribBA,,0.9905,0.4983959824492597,1979,987,False
lprJ,,0.994,0.4983938071551365,1983,990,False
